Company,CrunchBase Profile,Image,Tagline,Year Founded,Market Categories,Address (HQ),City (HQ),State / Region (HQ),Country (HQ),Description,Homepage,Twitter,Acquired by,Acquisitions ID,API
Spool,http://www.crunchbase.com/organization/spool,"http://a5.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397188327/3ad799251a789345b892521bb6e3c855.png","Spool enables users to save articles and videos to their computer, tablet and mobile phone for future online or offline access.",,Software,,,,,"Spool saves your favorite articles and videos to your computer, tablet, and phone. Read and watch your content when you have time, even offline.",http://getspool.com,http://twitter.com/getspool,Facebook,Facebook acquired Spool in 2012,http://api.crunchbase.com/v/2/organization/spool?user_key=0ebdc8274e821149894a240090945265
SportStream,http://www.crunchbase.com/organization/sportstream,"http://a4.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397753919/a1853befec0da0daa83a88f6fca15bd4.png","SportsStream offers a second-screen platform for sporting events via tweets, news feeds, photos, stats, and more.",2012,"Consumer Electronics, Sports, Mobile","88 1st Street, Suite 400, San Francisco, California, United States",San Francisco,California,United States,"SportStream provides a second screen experience for sports that delivers the best tweets, Facebook posts, Instagram photos, stats, news and more for every game and team across sports. The experience is powered by the company's proprietary platform, SportsBase, and is delivered to fans through apps on iPhone, iPad and the Web. SportStream also makes the SportsBase platform available to select partners to power new fan experiences. These partners include the Seattle Seahawks, Ask.com, DIRECTV, Phoenix Coyotes, Portland Trail Blazers, Liverpool FC, Michigan, Florida, Nebraska, Auburn and Stephen Curry of the Golden State Warriors.",http://www.sportstream.com,http://twitter.com/sportstreamapp,Facebook,Facebook acquired SportStream in 2013,http://api.crunchbase.com/v/2/organization/sportstream?user_key=0ebdc8274e821149894a240090945265
Storylane,http://www.crunchbase.com/organization/storylane,"http://a3.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397186261/c692c79dc8a6856e3250adfabb977286.png",Storylane is a startup that allows people to share their interests.,,Curated Web,,,,,Storylane is a startup that allows people to share the things that matter.,http://storylane.com,http://twitter.com/storylane,Facebook,Facebook acquired Storylane in 2013,http://api.crunchbase.com/v/2/organization/storylane?user_key=0ebdc8274e821149894a240090945265
Strobe,http://www.crunchbase.com/organization/strobe,"http://a5.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397186249/5dcfbf7e45551d18db44c8b2d075290e.png",Strobe provides software and cloud services for touch-centric applications on the web.,2010,"iPad, Web Development, Software, Mobile","San Francisco, California, United States",San Francisco,California,United States,"Strobe Inc. provides software and cloud services for touch-centric applications on the web. Based on a blend of technologies, like native, HTML5 and SproutCore, Strobe apps offer a high-quality native-style user experience across devices.",http://strobecorp.com,http://twitter.com/strobe,Facebook,Facebook acquired Strobe in 2011,http://api.crunchbase.com/v/2/organization/strobe?user_key=0ebdc8274e821149894a240090945265
Tagtile,http://www.crunchbase.com/organization/tagtile,"http://a5.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397199727/feeacb4d3974b53206b8c6ce01e520e5.png",Tagtile is a loyalty and direct marketing solution helping businesses identify and engage their clients to increase repeated purchase rates.,2011,"Direct Marketing, Loyalty Programs, Social Media, Mobile","153 Townsend St, Ste 5020, San Francisco, California, United States",San Francisco,California,United States,"Tagtile helps local businesses identify, engage and increase repeat purchases from customers through a frictionless loyalty and direct marketing solution. The Tagtile product consists of a custom hardware device, the Tagtile Cube, that merchants place at their cash counter. Users record their transactions at these businesses by tapping their smartphone against the Tagtile Cube, and get rewarded for being a loyal customer. Merchants can access user information and purchase history through an online dashboard, and use this information to send highly targeted marketing messages directly to their customers. Founded by alumni from Google and Stanford, Tagtile is based in San Francisco.",http://tagtile.com,http://twitter.com/tagtile,Facebook,Facebook acquired Tagtile in 2012,http://api.crunchbase.com/v/2/organization/tagtile?user_key=0ebdc8274e821149894a240090945265
threadsy,http://www.crunchbase.com/organization/threadsy,"http://a3.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397185013/8c01d585e708edfb3d122ae633a2e9a0.png",threadsy is an integrated communication client grouping all of a users' email and social network messages into a single inbox.,2008,Messaging,"Pier 38, San Francisco, California, United States",San Francisco,California,United States,"threadsy is the world's first integrated communication client.  It combines email, Facebook, Twitter, instant messaging, and the broader social web into a brand new experience.threadsy groups all of your email and social network messages into a single inbox and all of your Facebook news feed and tweets into a single stream.  More than simply aggregating information, threadsy integrates the services to provide deep context on the people you communicate with.threadsy is free to use and works with your existing accounts right in your web browser.Pull yourself together with threadsy!",http://www.threadsy.com,http://twitter.com/threadsy,Facebook,Facebook acquired threadsy in 2012,http://api.crunchbase.com/v/2/organization/threadsy?user_key=0ebdc8274e821149894a240090945265
WhatsApp,http://www.crunchbase.com/organization/whatsapp,"http://a2.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1398126247/ps4uxuuzonvher3jfdqe.png","WhatsApp is a proprietary, cross-platform, free instant messaging subscription service for smartphones.",2009,Messaging,"3561 Homestead Rd #416, Santa Clara, California, United States",Santa Clara,California,United States,"WhatsApp Messenger is a cross-platform mobile messaging app which allows you to exchange messages without having to pay for SMS. WhatsApp Messenger is available for iPhone, BlackBerry, Android, Windows Phone and Nokia and yes, those phones can all message each other! Because WhatsApp Messenger uses the same internet data plan that you use for email and web browsing, there is no cost to message and stay in touch with your friends.In addition to basic messaging WhatsApp users can create groups, send each other unlimited images, video and audio media messages.",http://www.whatsapp.com,http://twitter.com/WhatsApp,Facebook,Facebook acquired WhatsApp in 2014,http://api.crunchbase.com/v/2/organization/whatsapp?user_key=0ebdc8274e821149894a240090945265
WhoGlue,http://www.crunchbase.com/organization/whoglue,"http://a1.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397182362/bd60ffcf144ae32ebbec7dd9574696d7.png","WhoGlue builds social networking software for membership organizations like college alumni networks, for example and apparently had the",,Software,,,,,"WhoGlue builds social networking software for membership organizations like college alumni networks, for example and apparently had the fortuity to file a patent on something called â€œDistributed personal relationship information management system and methodsâ€ in 2001.The WhoGlue technology allows a group to privately network within a larger network, and can be applied to subnetwork functions like integrating Facebook Groups content more widely throughout Facebook without violating user privacy.",http://www.whoglue.com,,Facebook,Facebook acquired WhoGlue in 2011,http://api.crunchbase.com/v/2/organization/whoglue?user_key=0ebdc8274e821149894a240090945265
Zenbe,http://www.crunchbase.com/organization/zenbe,"http://a2.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397186558/db0bc7e3bcf1058561c8bad8ca9e0b89.png",Zenbe is a mobile and web apps developer allowing users to share contextually-specific information with a select group of people.,,"Curated Web, Email","156 Reade Street, New York City, New York, United States",New York City,New York,United States,"Zenbe builds mobile and web apps around the common theme of allowing users to share contextually-specific information with a select group of people. The company's current apps include:Blacktop: an iPhone app that lets users organize your Facebook and Foursquare check-ins into ""trips""—with maps, photos, and comments—that can be shared with friends in real-time. DISCONTINUEDPhizviz: creates a visualization of your Facebook check-ins, week-by-week. You can page through weeks and compare them.Zenbe Lists: lets users share task lists from their iPhone, iPad, or the web. It was one of the first 300 iPhone apps and was called ""our favorite task list"" by Gizmodo.Shareflow is a simple, real-time group collaboration tool that enables groups to share ideas, files, and more, without the hassles of long email threads.Zenbe was founded in 2007 and produced a next-generation webmail suite, Zenbe Mail, which was discontinued in 2010 following a partial talent acquisition by Facebook.",http://www.zenbe.com,,Facebook,Facebook acquired Zenbe in 2010,http://api.crunchbase.com/v/2/organization/zenbe?user_key=0ebdc8274e821149894a240090945265
@Last Software,http://www.crunchbase.com/organization/last-software,"http://a2.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397189517/9945a78ebd22277a86244ca2e3cf338c.png",@Last Software is a 3D-design toolmaker and developer of the SketchUp software.,,,,,,,@Last Software is a 3D-design toolmaker and developer of the SketchUp software.,,,Google,Google acquired @Last Software in 2006,http://api.crunchbase.com/v/2/organization/last-software?user_key=0ebdc8274e821149894a240090945265
2Web Technologies,http://www.crunchbase.com/organization/2web-technologies,,2Web Technologies provides web-based spreadsheet solutions for large scale businesses.,,Software,,,,,"2Web Technologies specialized in web-bases spreadsheet solutions for large businesses until mid-2005, when the company was acquired by Google as the technology behind the first launched component of Google Docs. Google Labs Spreadsheets was launched on June 6, 2006.",,,Google,Google acquired 2Web Technologies in 2006,http://api.crunchbase.com/v/2/organization/2web-technologies?user_key=0ebdc8274e821149894a240090945265
Aardvark,http://www.crunchbase.com/organization/aardvark,"http://a4.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397186353/0b724983b73b06954e567d32fb304707.png",Aardvark is a social search engine that allows users to ask questions and receive answers from their extended network.,2007,Search,"San Francisco, California, United States",San Francisco,California,United States,"Aardvark formerly Mechanical Zoo is a social search engine, founded by a group of former Google employees. Aardvark that lets users ask questions that are distributed to the social graph for a quick and high quality answers. It launched into private beta in 2008.Aardvark is a way to get quick, quality answers to questions from your extended social network. You can ask questions via an instant message buddy or email. The questions are then farmed out to your contacts and their contacts based on what they say they have knowledge of. If you ask taste related questions about music, books, movies, restaurants, etc., they'll ask people who tend to show similar tastes as you in their profile.Richard Chen has invested in Aardvark",http://googleblog.blogspot.com/2011/09/fall-spring-clean.html,http://twitter.com/vark,Google,Google acquired Aardvark in 2010,http://api.crunchbase.com/v/2/organization/aardvark?user_key=0ebdc8274e821149894a240090945265
Admeld,http://www.crunchbase.com/organization/admeld,"http://a2.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397190807/faddc405fdededd080ea004f465bc613.png",Admeld is an advertising optimization platform providing online publishers with technology and expertise to sell their ad inventory.,2007,"Auctions, Software, Advertising","One Madison Ave, 4th Floor, New York City, New York, United States",New York City,New York,United States,"Admeld helps the world's top online publishers sell their ad inventory smarter. Built and run by publishing veterans, the company provides its clients with expertise and technology to capture new revenue streams, control how they sell each impression, and protect their data and brand.  Admeld customers include Answers.com, Discovery Communications, FOX News, Hearst Television, IDG TechNetwork, The Weather Channel and more than 500 others worldwide. The company is headquartered in New York City with offices in London, Berlin, San Francisco, and Toronto.  Visit www.admeld.com for more information.",http://www.admeld.com,http://twitter.com/admeld,Google,Google acquired Admeld in 2011,http://api.crunchbase.com/v/2/organization/admeld?user_key=0ebdc8274e821149894a240090945265
AdMob,http://www.crunchbase.com/organization/admob,"http://a4.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397181418/edd726e66339d52103fd6838837a1420.png",AdMob is a mobile advertising network that helps app developers monetize and promote their mobile and tablet apps with ads.,2006,"Advertising, Mobile","1600 Amphitheatre Parkway, Mountain View, California, United States",Mountain View,California,United States,"AdMob has been helping app developers build app businesses since 2006. A leading mobile advertising network serving billions of ads daily, AdMob helps developers worldwide monetize and promote their mobile and tablet apps.   AdMob was acquired by Google in 2011 Since the acquisition, Google has refocused AdMob's offerings, pointing mobile web publishers to AdSense for mobile web advertising and advertisers to AdWords. Accordingly, AdMob is a platform for app developers.",http://www.google.com/admob,,Google,Google acquired AdMob in 2009,http://api.crunchbase.com/v/2/organization/admob?user_key=0ebdc8274e821149894a240090945265
Adometry By Google,http://www.crunchbase.com/organization/adometry,"http://a4.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1401995949/wfv44edgsnetmyj5k9fw.jpg",Adometry by Google offers a SaaS-based marketing attribution and optimization platform to improve return on advertising expenditure.,2005,"Analytics, Software, Advertising, Displays","6801 N. Capital of Texas Highway, Bldg II, Suite 250, Austin, Texas, United States",Austin,Texas,United States,"Adometry by Google transforms the way the world’s top brands improve marketing performance. Acting as marketing's “system of record,” Adometry solves the complex challenge of integrating, measuring, and optimizing marketing performance across all channels―both online and offline. Combining and interpreting previously silo’d sources of data; the Adometry Marketing Intelligence Platform provides data-driven attribution, marketing mix modeling, and intelligent optimization recommendations across and within channels.  As a result, marketers are able to identify their true impact on the customer journey and generate actionable insights that improve ROI.",http://www.adometry.com,http://twitter.com/Adometry,Google,Google acquired Adometry By Google in 2014,http://api.crunchbase.com/v/2/organization/adometry?user_key=0ebdc8274e821149894a240090945265
Adscape,http://www.crunchbase.com/organization/adscape,"http://a3.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397187609/93a1bfc67a4db0204e4f061e9c13325c.gif",Adscape Media is a small in-game advertising company based in San Francisco California. Adscape Media offers dynamic delivery of,,Curated Web,"San Francisco, California, United States",San Francisco,California,United States,Adscape Media is a small in-game advertising company based in San Francisco California. Adscape Media offers dynamic delivery of advertising with plot and storyline integration - making its solutions a truly interactive marketing platform. Adscape Media supports sophisticated demographic and geographic targeting and also provides a robust reporting interface for marketers.,,,Google,Google acquired Adscape in 2007,http://api.crunchbase.com/v/2/organization/adscape?user_key=0ebdc8274e821149894a240090945265
Agnilux,http://www.crunchbase.com/organization/agnilux,"http://a2.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397202330/23f21a9b6fe0316d5edaeae9e50bb324.png",Agnilux is a stealth semiconductor firm.,,Semiconductors,"2460 N. 1st St., San Jose, California, United States",San Jose,California,United States,Stealth Start-UP,http://agnilux.com,,Google,Google acquired Agnilux in 2010,http://api.crunchbase.com/v/2/organization/agnilux?user_key=0ebdc8274e821149894a240090945265
Akwan Information Technologies,http://www.crunchbase.com/organization/akwan-information-technologies,"http://a5.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397189514/292de7e82c76649394d50fceb3008082.png","Akwan Information Technologies was a search engine company based in Brazil. It was acquired by Google on July 20, 2005, and is now a part",,Curated Web,,,,,"Akwan Information Technologies was a search engine company based in Brazil. It was acquired by Google on July 20, 2005, and is now a part of Google Brazil.",http://www.akwan.com.br/index_en.html,,Google,Google acquired Akwan Information Technologies in 2005,http://api.crunchbase.com/v/2/organization/akwan-information-technologies?user_key=0ebdc8274e821149894a240090945265
allPAY,http://www.crunchbase.com/organization/allpay,,allPAY is a mobile company that was acquired by Google in December of 2005.,,,,,,,allPAY is a mobile company that was acquired by Google in December of 2005.,,,Google,Google acquired allPAY in 2005,http://api.crunchbase.com/v/2/organization/allpay?user_key=0ebdc8274e821149894a240090945265
Alpental Technologies,http://www.crunchbase.com/organization/alpental-technologies,"http://a3.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1403325386/nx21urebvjrqknjbuput.jpg",Wireless startup company,2012,,"10203 NE 156th Place, Bothell, Washington, United States",Bothell,Washington,United States,"Alpental is developing next-generation wireless technology.It was founded in 2012 and is based in Bothell, Washington. As per the transaction announced on June 19, 2014, Alpental Technologies, Inc. operates as a subsidiary of Google Inc.",,,Google,Google acquired Alpental Technologies in 2014,http://api.crunchbase.com/v/2/organization/alpental-technologies?user_key=0ebdc8274e821149894a240090945265
Android,http://www.crunchbase.com/organization/android,"http://a1.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397186466/7d7b1d8c9b4400e39dff52be1278c83d.png",Android provides an open-source mobile software platform that allows developers to create applications for mobile devices.,2003,"Linux, Search, Mobile","156 University Ave, Palo Alto, California, United States",Palo Alto,California,United States,"In August 2005, Google acquired Android, a small startup company based in Palo Alto, CA%2520Alto.  Android's co-founders who went to work at Google included Andy Rubin co-founder of Danger, Rich Miner co-founder of Wildfire, Nick Sears once VP at T-Mobile, and Chris White one of the first engineers at WebTV At the time, little was known about the functions of Android other than they made software for mobile phones. This began rumors that Google was planning to enter the mobile phone market, although it was unclear at the time what function they might perform in that market.Android has a large community of developers writing applications ""apps"" that extend the functionality of the devices. There are currently over 200,000 apps available for Android. Android Market is the online app store run by Google, though apps can also be downloaded from third-party sites. Developers write primarily in the Java language, controlling the device via Google-developed Java libraries.The unveiling of the Android distribution on 5 November 2007 was announced with the founding of the Open Handset Alliance, a consortium of 80 hardware, software, and telecom companies devoted to advancing open standards for mobile devices. Google released most of the Android code under the Apache License, a free software and open source license.The Android open-source software stack consists of Java applications running on a Java-based, object-oriented application framework on top of Java core libraries running on a Dalvik virtual machine featuring JIT compilation. Libraries written in C include the surface manager, OpenCore media framework, SQLite relational database management system, OpenGL ES 2.0 3D graphics API, WebKit layout engine, SGL graphics engine, SSL, and Bionic libc. The Android operating system, including the Linux kernel, consists of roughly 12 million lines of code including 3 million lines of XML, 2.8 million lines of C, 2.1 million lines of Java, and 1.75 million lines of C++.",http://www.android.com,http://twitter.com/Android_Feed,Google,Google acquired Android in 2012,http://api.crunchbase.com/v/2/organization/android?user_key=0ebdc8274e821149894a240090945265
Angstro,http://www.crunchbase.com/organization/angstro,"http://a2.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397192125/f26331da0ba6fe4a3e3cf0172bde1e08.jpg",Angstro delivers critical business news about people and companies across professional networks.,2007,Software,"169 University Ave, Palo Alto, California, United States",Palo Alto,California,United States,"Angstro delivers critical business news about people and companies across professional networks. By leveraging existing services such as LinkedIn, Facebook, and Twitter, Angstro helps users to easily discover and share news about colleagues and clients. Unlike clipping services that confuse different people with the same name, Angstro both disambiguates names and analyzes social graphs to prioritize those relationships that matter most. Founded in 2007 by serial entrepreneurs with decades of experience developing real-time notification solutions, Angstro is located in Palo Alto, California and on the Web at www.angstro.com.",http://www.angstro.com,,Google,Google acquired Angstro in 2010,http://api.crunchbase.com/v/2/organization/angstro?user_key=0ebdc8274e821149894a240090945265
Appetas,http://www.crunchbase.com/organization/appetas,"http://a1.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397192441/3138a0f717880e7ffc7924ae680f5c7a.png","Appetas offers a restaurant marketing platform that enables restaurants to easily create web, mobile, and social sites.",2012,"Local Businesses, Restaurants, Sales and Marketing, Network Security, SaaS","821 2nd Ave Ste. 800, Seattle, Washington, United States",Seattle,Washington,United States,"May 7th, 2014: Appetas joins the Google team!-is-joining-googleAppetas' restaurant marketing platform gets restaurants online instantly and empowers to easily market themselves. Appetas’ technology can instantly create beautiful web, mobile, and social sites for restaurants using their real menu, hours, and location. We reach restaurants through established partner channels and provide our marketing platform as a service.Individual and small chain restaurants struggle to establish a quality online presence. They understand the importance of marketing online but existing options are too complex, expensive, and time consuming.Appetas gets restaurants online in seconds with great looking web, mobile, and social sites provided alongside a partner they trust. They can make updates themselves or opt for a full service option.",http://www.appetas.com,http://twitter.com/appetas,Google,Google acquired Appetas in 2014,http://api.crunchbase.com/v/2/organization/appetas?user_key=0ebdc8274e821149894a240090945265
AppJet,http://www.crunchbase.com/organization/appjet,"http://a5.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397182737/9b02a14176c3c37cfa293da2f07fa3c4.png",AppJet is an online programming tool and web-based text editor for building simple web applications.,2007,"Curated Web, Venture Capital, Software","San Francisco, California, United States",San Francisco,California,United States,"Y Combinator funded AppJet is an online programming tool for building simple web apps. Founded by former MIT students, AppJet intends to simplify the process of writing web applications. The applications are programmed on a web based text editor in the simple but powerful JavaScript programming language. JavaScript is used on both the server and client side. They've included several bundles of code libraries for databases and more importantly interfacing  with the Facebook API. In order to efficiently host users' applications, AppJet has developed their own application virtualization system. The system allocates processor time to active applications and cuts off greedy ones after running an alloted number of compiled lines of code to prevent abuse.AppJet as a dev platform seems no longer to be active. There are some legacy downloads available, however.",http://appjet.com,,Google,Google acquired AppJet in 2009,http://api.crunchbase.com/v/2/organization/appjet?user_key=0ebdc8274e821149894a240090945265
Applied Semantics,http://www.crunchbase.com/organization/applied-semantics,"http://a2.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397189510/69d86d279e72603716d09f5c55863836.png","Applied Semantics develops software apps for the online advertising, domain name, and enterprise information management markets.",,Curated Web,,,,,"Applied Semantics is a producer of software applications for the online advertising, domain name, and enterprise information management markets. Applied Semantics was acquired by Google in April of 2003.",http://www.appliedsemantics.com,,Google,Google acquired Applied Semantics in 2003,http://api.crunchbase.com/v/2/organization/applied-semantics?user_key=0ebdc8274e821149894a240090945265
Appurify,http://www.crunchbase.com/organization/appurify,"http://a2.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397185809/3bc3e35fc08dda2586a24be0e0280c67.jpg",Appurify enables mobile test automation on real devices for mobile teams to build better apps.,2012,"iOS, Android, Testing, Apps, Mobile","330 Townsend, Suite 207, San Francisco, California, United States",San Francisco,California,United States,"Appurify provides mobile test automation on real devices. Mobile development teams at some of the world’s most prominent companies turn to Appurify’s platform to automate testing, debug and optimize the performance of their applications. The results are better apps, faster launch cycles and improved app store reviews. Appurify is based in San Francisco with backing from Google Ventures and other leading investors. For more information, visit ",http://appurify.com,http://twitter.com/appurify,Google,Google acquired Appurify in 2014,http://api.crunchbase.com/v/2/organization/appurify?user_key=0ebdc8274e821149894a240090945265
Apture,http://www.crunchbase.com/organization/apture,"http://a5.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397186145/0433e9d99e5805c643ee3b552e4bd745.png",Apture allows users to search and explore content without leaving their current webpage.,2007,"Curated Web, Advertising, Publishing, Blogging Platforms","539 Bryant St., Suite 401, San Francisco, California, United States",San Francisco,California,United States,"Apture allows publishers and bloggers to link and incorporate several media items into a dynamic layer above their pages. Publishers have to embed a single line of Javascript code into their site and then sign into their Apture account. By highlighting words or phrases Apture allows publishers to link, providing appropriate content to choose between. When the reader clicks a small window opens with related items selected by the publisher. The reader can view the content be it text, video or photos. Readers access these items without leaving the original page.",http://apture.com,http://twitter.com/apture,Google,Google acquired Apture in 2011,http://api.crunchbase.com/v/2/organization/apture?user_key=0ebdc8274e821149894a240090945265
BeatThatQuote.com,http://www.crunchbase.com/organization/beatthatquote-com,"http://a1.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397184399/ba27b67ed38b8957c580fa708ce793ed.gif",BeatThatQuote.com is a price comparison web site that helps people find the very best deals on a range of financial products and services,,Curated Web,"Linton House, 39-51 Highgate Road, London, United Kingdom, Great Britain",London,United Kingdom,Great Britain,"BeatThatQuote.com is a price comparison web site that helps people find the very best deals on a range of financial products and services that includes mortgages, credit cards, loans, home and car insurance, annuities and investments. This year BeatThatQuote.com has extended its offer to include utilities, travel and most recently shopping price comparison.",http://www.beatthatquote.com,,Google,Google acquired BeatThatQuote.com in 2011,http://api.crunchbase.com/v/2/organization/beatthatquote-com?user_key=0ebdc8274e821149894a240090945265
Behavio,http://www.crunchbase.com/organization/behavio,"http://a1.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397200609/be6f81f57a2fcea9f8bd6bfc1d4bd778.png","Behavio develops software and services that allow mobile devices to sense, understand, and react to human behavior and context.",2012,Software,"994 Michelangelo Drive, Sunnyvale, California, United States",Sunnyvale,California,United States,"Behavio, an MIT-Media Labs spin-off, develops software and services that allow mobile devices to sense, understand, and react to human behavior and context - enabling developers to easily build smart and context-aware apps and services. Behavio was a winner of the 2012 John S. and James L. Knight Foundation’s News Challenge on Networks. The team also develops and maintains Funf.org, the leading open source sensing platform for Android devices, which won the 2012 SXSW Accelerator competition as well as other awards and recognition.",http://behav.io,http://twitter.com/behavio,Google,Google acquired Behavio in 2013,http://api.crunchbase.com/v/2/organization/behavio?user_key=0ebdc8274e821149894a240090945265
Bitspin,http://www.crunchbase.com/organization/bitspin,"http://a5.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397192459/9a6d27c400655ba2a14e65ba2a207de1.png","Timely is the beautiful Alarm Clock for Android, featuring a stunning user experience and revolutionary cloud integration to backup and",,Software,"Katzenbachstr. 223, Zürich, Zurich, Switzerland",Zürich,Zurich,Switzerland,"Timely is the beautiful Alarm Clock for Android, featuring a stunning user experience and revolutionary cloud integration to backup and synchronize.",http://bitspin.ch,http://twitter.com/BitspinApps,Google,Google acquired Bitspin in 2014,http://api.crunchbase.com/v/2/organization/bitspin?user_key=0ebdc8274e821149894a240090945265
BlindType,http://www.crunchbase.com/organization/blindtype,"http://a3.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397194105/0989f9fbf17b9012484092004e4a70bb.png","BlindType offers Fleksy, a virtual keyboard.",,Mobile,,,,,"BlindType, a very impressive technology that allows you to type on touch screens without even looking at them.",http://blindtype.com,http://twitter.com/blindtype,Google,Google acquired BlindType in 2010,http://api.crunchbase.com/v/2/organization/blindtype?user_key=0ebdc8274e821149894a240090945265
Boston Dynamics,http://www.crunchbase.com/organization/boston-dynamics,"http://a4.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397187517/d3fc1ee2311ada4cc6806f31683aa736.png",Boston Dynamics is an engineering company that specializes in building dynamic robots and software for human simulation.,1992,"Robotics, Software, Hardware","78 Fourth Avenue, Waltham, Massachusetts, United States",Waltham,Massachusetts,United States,"Boston Dynamics is an engineering company that specializes in building dynamic robots and software for human simulation. The company began as a spin-off from the Massachusetts Institute of Technology, where National Academy of Engineering member Marc Raibert and his colleagues first developed robots that ran and maneuvered like animals. They founded the company in 1992, and their ground-breaking work continues to inspire several of the company's activities.",http://bostondynamics.com,http://twitter.com/BostonDynamics,Google,Google acquired Boston Dynamics in 2013,http://api.crunchbase.com/v/2/organization/boston-dynamics?user_key=0ebdc8274e821149894a240090945265
bruNET,http://www.crunchbase.com/organization/brunet,,bruNET was aqcuired by Google in December of 2005.,,,,,,,bruNET was aqcuired by Google in December of 2005.,,,Google,Google acquired bruNET in 2005,http://api.crunchbase.com/v/2/organization/brunet?user_key=0ebdc8274e821149894a240090945265
BufferBox,http://www.crunchbase.com/organization/bufferbox,"http://a4.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397189337/ee67eef7612a7c17c5bee3ecaac63ce0.jpg","BufferBox is a startup that develops an automated, self-serve kiosk to eliminate failed parcel deliveries.",2011,E-Commerce,"Mountain View, California, United States",Mountain View,California,United States,"In today's environment, everyone shops online, typically for convenience. The problem? Failed parcel deliveries - being able to actually receive the purchases when they are delivered.BufferBox has developed an automated, self-serve kiosk to eliminate the frustrations and hassle involved with failed parcel deliveries. BufferBox has successfully deployed our first kiosk that allows for 24/7 pick-up of parcels at a convenient location.The kiosk supplies the user with a unique BufferBox address to have their parcel delivered to. Upon its arrival, the user is emailed a unique, one-time-use PIN code for the kiosk to retrieve their parcel on their schedule. The BufferBox service restores the convenience of online shopping.",http://www.bufferbox.com,http://twitter.com/BufferBox,Google,Google acquired BufferBox in 2012,http://api.crunchbase.com/v/2/organization/bufferbox?user_key=0ebdc8274e821149894a240090945265
Bump Technologies,http://www.crunchbase.com/organization/bump-technologies,"http://a4.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397184350/fcff14c287473b749263a8ede09cfead.png",Bump Technologies builds mobile apps and APIs that allow two smartphones to identify one another and connect by being bumped together.,2008,Mobile,"Evelyn Avenue, Mountain View, California, United States",Mountain View,California,United States,"Bump Technologies builds mobile applications and APIs that allow two smartphones to identify one another and connect by simply being bumped together.The company was founded in 2008 and is based in Mountain View, California. Bump Technologies is funded by Y Combinator, Sequoia Capital, Andreessen Horowitz and other angel investors.",http://bu.mp,http://twitter.com/bumptech,Google,Google acquired Bump Technologies in 2013,http://api.crunchbase.com/v/2/organization/bump-technologies?user_key=0ebdc8274e821149894a240090945265
BumpTop,http://www.crunchbase.com/organization/bumptop,"http://a2.images.crunchbase.com/image/upload/c_pad,h_500,w_500/v1397188138/c240b5a35a7d20ce419ac7186fc9d710.png",BumpTop provides users with a personalized desktop interface allowing users to customize their screens in a 3D environment.,2007,Software,"67 Yonge St, Suite 1000, Toronto, Ontario, Canada",Toronto,Ontario,Canada,BumpTop provides users with a personalized desktop interface that they are able to customize.,http://bumptop.com,http://twitter.com/bumptop,Google,Google acquired BumpTop in 2010,http://api.crunchbase.com/v/2/organization/bumptop?user_key=0ebdc8274e821149894a240090945265
